city,city_ascii,lat,lng,country,iso2,iso3,admin_name,capital,population,id
Moscow,Moscow,55.7558,37.6178,Russia,RU,RUS,Moskva,primary,17693000,1643318494
London,London,51.5072,-0.1275,United Kingdom,GB,GBR,"London, City of",primary,11120000,1826645935
Paris,Paris,48.8566,2.3522,France,FR,FRA,Île-de-France,primary,11027000,1250015082
Madrid,Madrid,40.4167,-3.7167,Spain,ES,ESP,Madrid,primary,6006000,1724616994
Saint Petersburg,Saint Petersburg,59.9500,30.3167,Russia,RU,RUS,Sankt-Peterburg,admin,5384342,1643616350
Barcelona,Barcelona,41.3825,2.1769,Spain,ES,ESP,Catalonia,admin,4735000,1724594040
Berlin,Berlin,52.5167,13.3833,Germany,DE,DEU,Berlin,primary,3664088,1276451290
Kyiv,Kyiv,50.4500,30.5236,Ukraine,UA,UKR,"Kyyiv, Misto",primary,2963199,1804382913
Rome,Rome,41.8931,12.4828,Italy,IT,ITA,Lazio,primary,2872800,1380382862
Minsk,Minsk,53.9022,27.5618,Belarus,BY,BLR,Minsk,primary,2009786,1112348503
Vienna,Vienna,48.2083,16.3725,Austria,AT,AUT,Wien,primary,1911191,1040261752
Bucharest,Bucharest,44.4000,26.0833,Romania,RO,ROU,Bucureşti,primary,1883425,1642414442
Hamburg,Hamburg,53.5500,10.0000,Germany,DE,DEU,Hamburg,admin,1852478,1276041799
Warsaw,Warsaw,52.2300,21.0111,Poland,PL,POL,Mazowieckie,primary,1790658,1616024847
Brussels,Brussels,50.8353,4.3314,Belgium,BE,BEL,Brussels-Capital Region,primary,1743000,1056469830
Budapest,Budapest,47.4983,19.0408,Hungary,HU,HUN,Budapest,primary,1723836,1348611435
Novosibirsk,Novosibirsk,55.0333,82.9167,Russia,RU,RUS,Novosibirskaya Oblast’,admin,1602915,1643399240
Munich,Munich,48.1375,11.5750,Germany,DE,DEU,Bavaria,admin,1488202,1276692352
Yekaterinburg,Yekaterinburg,56.8356,60.6128,Russia,RU,RUS,Sverdlovskaya Oblast’,admin,1468833,1643582706
Kharkiv,Kharkiv,50.0000,36.2292,Ukraine,UA,UKR,Kharkivs’ka Oblast’,admin,1446107,1804588111
Belgrade,Belgrade,44.8167,20.4667,Serbia,RS,SRB,Beograd,primary,1378682,1688374696
Milan,Milan,45.4669,9.1900,Italy,IT,ITA,Lombardy,admin,1366180,1380724377
Prague,Prague,50.0833,14.4167,Czechia,CZ,CZE,"Praha, Hlavní Město",primary,1335084,1203744823
Sofia,Sofia,42.6979,23.3217,Bulgaria,BG,BGR,Sofia-Grad,primary,1277411,1100762037
Nizhniy Novgorod,Nizhniy Novgorod,56.3269,44.0075,Russia,RU,RUS,Nizhegorodskaya Oblast’,admin,1264075,1643012126
Kazan,Kazan,55.7908,49.1144,Russia,RU,RUS,Tatarstan,admin,1243500,1643101260
Chelyabinsk,Chelyabinsk,55.1500,61.4000,Russia,RU,RUS,Chelyabinskaya Oblast’,admin,1202371,1643224011
Omsk,Omsk,54.9667,73.3833,Russia,RU,RUS,Omskaya Oblast’,admin,1178391,1643360863
Samara,Samara,53.1833,50.1167,Russia,RU,RUS,Samarskaya Oblast’,admin,1169719,1643205757
Birmingham,Birmingham,52.4800,-1.9025,United Kingdom,GB,GBR,Birmingham,,1137100,1826423213
Rostov,Rostov,47.2333,39.7167,Russia,RU,RUS,Rostovskaya Oblast’,admin,1125299,1643013518
Ufa,Ufa,54.7261,55.9475,Russia,RU,RUS,Bashkortostan,admin,1115560,1643722928
Copenhagen,Copenhagen,55.6805,12.5615,Denmark,DK,DNK,Hovedstaden,primary,1085000,1208763942
Krasnoyarsk,Krasnoyarsk,56.0089,92.8719,Russia,RU,RUS,Krasnoyarskiy Kray,admin,1083865,1643544975
Cologne,Cologne,50.9422,6.9578,Germany,DE,DEU,North Rhine-Westphalia,,1083498,1276015998
Voronezh,Voronezh,51.6717,39.2106,Russia,RU,RUS,Voronezhskaya Oblast’,admin,1047549,1643811064
Perm,Perm,58.0139,56.2489,Russia,RU,RUS,Permskiy Kray,admin,1048005,1643294442
Odesa,Odesa,46.4775,30.7326,Ukraine,UA,UKR,Odes’ka Oblast’,admin,1017699,1804178102
Volgograd,Volgograd,48.7086,44.5147,Russia,RU,RUS,Volgogradskaya Oblast’,admin,1015586,1643577201
Stockholm,Stockholm,59.3294,18.0686,Sweden,SE,SWE,Stockholm,primary,975819,1752425602
Amsterdam,Amsterdam,52.3667,4.8833,Netherlands,NL,NLD,Noord-Holland,primary,862965,1528355309
Zagreb,Zagreb,45.8131,15.9772,Croatia,HR,HRV,"Zagreb, Grad",primary,790017,1191233290
Oslo,Oslo,59.9111,10.7528,Norway,NO,NOR,Oslo,primary,693494,1578324706
Athens,Athens,37.9842,23.7281,Greece,GR,GRC,Attikí,primary,664046,1300715560
Helsinki,Helsinki,60.1756,24.9342,Finland,FI,FIN,Uusimaa,primary,642045,1246177997
Skopje,Skopje,41.9833,21.4333,Macedonia,MK,MKD,Skopje,primary,640000,1807600615
Chisinau,Chisinau,47.0228,28.8353,Moldova,MD,MDA,Chişinău,primary,639000,1498011437
Riga,Riga,56.9475,24.1069,Latvia,LV,LVA,Rīga,primary,614618,1428586192
Vilnius,Vilnius,54.6833,25.2833,Lithuania,LT,LTU,Vilniaus Miestas,primary,574147,1440887149
Dublin,Dublin,53.3497,-6.2603,Ireland,IE,IRL,Dublin,primary,553165,1372595407
The Hague,The Hague,52.0800,4.3100,Netherlands,NL,NLD,Zuid-Holland,primary,537833,1528799905
Lisbon,Lisbon,38.7080,-9.1390,Portugal,PT,PRT,Lisboa,primary,506654,1620619017
Bratislava,Bratislava,48.1447,17.1128,Slovakia,SK,SVK,Bratislavský,primary,475503,1703195001
Tallinn,Tallinn,59.4372,24.7450,Estonia,EE,EST,Harjumaa,primary,438341,1233260021
Tirana,Tirana,41.3300,19.8200,Albania,AL,ALB,Tiranë,primary,418495,1008162156
Nicosia,Nicosia,35.1725,33.3650,Cyprus,CY,CYP,Lefkosía,primary,330000,1196944155
Ljubljana,Ljubljana,46.0500,14.5167,Slovenia,SI,SVN,Ljubljana,primary,286745,1705917455
Sarajevo,Sarajevo,43.8563,18.4132,Bosnia And Herzegovina,BA,BIH,"Bosnia and Herzegovina, Federation of",primary,275524,1070966777
Gibraltar,Gibraltar,36.1324,-5.3781,Gibraltar,GI,GIB,,primary,187083,1292385245
Podgorica,Podgorica,42.4397,19.2661,Montenegro,ME,MNE,Podgorica,primary,174515,1499454516
Bern,Bern,46.9480,7.4474,Switzerland,CH,CHE,Bern,primary,133798,1756374318
Luxembourg,Luxembourg,49.6106,6.1328,Luxembourg,LU,LUX,Luxembourg,primary,128512,1442262731
Reykjavík,Reykjavik,64.1475,-21.9350,Iceland,IS,ISL,,primary,128793,1352327190
Monaco,Monaco,43.7396,7.4069,Monaco,MC,MCO,,primary,36371,1492854256
Saint Helier,Saint Helier,49.1858,-2.1100,Jersey,JE,JEY,,primary,33522,1832490253
Douglas,Douglas,54.1500,-4.4819,Isle Of Man,IM,IMN,,primary,27938,1833688345
Andorra la Vella,Andorra la Vella,42.5000,1.5000,Andorra,AD,AND,Andorra la Vella,primary,22615,1020828846
Tórshavn,Torshavn,62.0000,-6.7833,Faroe Islands,FO,FRO,,primary,13326,1234904517
Valletta,Valletta,35.8978,14.5125,Malta,MT,MLT,Valletta,primary,6444,1470574399
Vaduz,Vaduz,47.1397,9.5219,Liechtenstein,LI,LIE,Vaduz,primary,5668,1438317747
San Marino,San Marino,43.9320,12.4484,San Marino,SM,SMR,San Marino Città,primary,4040,1674741947
Vatican City,Vatican City,41.9033,12.4534,Vatican City,VA,VAT,,primary,825,1336000000
Pristina,Pristina,42.6633,21.1622,Kosovo,XK,XKS,Prishtinë,primary,,1901760068
Longyearbyen,Longyearbyen,78.2167,15.6333,Svalbard,XR,XSV,,primary,,1930654114
Dnipro,Dnipro,48.4675,35.0400,Ukraine,UA,UKR,Dnipropetrovs’ka Oblast’,admin,980948,1804152933
Naples,Naples,40.8333,14.2500,Italy,IT,ITA,Campania,admin,966144,1380646673
Donetsk,Donetsk,48.0089,37.8042,Ukraine,UA,UKR,Donets’ka Oblast’,admin,929063,1804963805
Krasnodar,Krasnodar,45.0333,38.9833,Russia,RU,RUS,Krasnodarskiy Kray,admin,881476,1643438227
Turin,Turin,45.0667,7.7000,Italy,IT,ITA,Piedmont,admin,870952,1380244627
Marseille,Marseille,43.2964,5.3700,France,FR,FRA,Provence-Alpes-Côte d’Azur,admin,868277,1250774071
Saratov,Saratov,51.5333,46.0000,Russia,RU,RUS,Saratovskaya Oblast’,admin,845300,1643556540
Valencia,Valencia,39.4700,-0.3764,Spain,ES,ESP,Valencia,admin,789744,1724981666
Leeds,Leeds,53.7997,-1.5492,United Kingdom,GB,GBR,Leeds,,789194,1826343963
Kraków,Krakow,50.0614,19.9372,Poland,PL,POL,Małopolskie,admin,766739,1616172264
Frankfurt,Frankfurt,50.1136,8.6797,Germany,DE,DEU,Hesse,minor,764104,1276054552
Tyumen,Tyumen,57.1500,65.5333,Russia,RU,RUS,Tyumenskaya Oblast’,admin,744554,1643040435
Zaporizhzhia,Zaporizhzhia,47.8378,35.1383,Ukraine,UA,UKR,Zaporiz’ka Oblast’,admin,741717,1804644752
Lviv,Lviv,49.8419,24.0315,Ukraine,UA,UKR,L’vivs’ka Oblast’,admin,724314,1804939658
Tolyatti,Tolyatti,53.5167,49.4167,Russia,RU,RUS,Samarskaya Oblast’,,693072,1643256295
Łódź,Lodz,51.7769,19.4547,Poland,PL,POL,Łódzkie,admin,690422,1616832750
Sevilla,Sevilla,37.3900,-5.9900,Spain,ES,ESP,Andalusia,admin,684234,1724991838
Zaragoza,Zaragoza,41.6500,-0.8833,Spain,ES,ESP,Aragon,admin,675301,1724907391
Palermo,Palermo,38.1111,13.3517,Italy,IT,ITA,Sicilia,admin,668405,1380428434
Düsseldorf,Dusseldorf,51.2311,6.7724,Germany,DE,DEU,North Rhine-Westphalia,admin,645923,1276615258
Izhevsk,Izhevsk,56.8500,53.2167,Russia,RU,RUS,Udmurtiya,admin,646277,1643983138
Wrocław,Wroclaw,51.1100,17.0325,Poland,PL,POL,Dolnośląskie,admin,638586,1616108520
Barnaul,Barnaul,53.3567,83.7872,Russia,RU,RUS,Altayskiy Kray,admin,633301,1643318931
Stuttgart,Stuttgart,48.7761,9.1775,Germany,DE,DEU,Baden-Württemberg,admin,630305,1276171358
Rotterdam,Rotterdam,51.9225,4.4792,Netherlands,NL,NLD,Zuid-Holland,minor,631155,1528892850
